,Nom Officiel Département,Code Officiel Commune,Nom Officiel Commune,population,latitude,longitude,is_prefecture,is_sous_prefecture
366,Orne,61040,Bellou-en-Houlme,1042.0,48.65,-0.4500122,False,False
367,Orne,61041,Bellou-le-Trichard,200.0,48.25,0.55000305,False,False
368,Orne,61054,Le Bosc-Renoult,256.0,48.95,0.3500061,False,False
369,Orne,61158,Faverolles,137.0,48.65,-0.25,False,False
370,Orne,61167,La Ferté-en-Ouche,2993.0,48.85,0.44999695,False,False
371,Orne,61288,Montmerrei,543.0,48.65,0.05000305,False,False
372,Orne,61336,Pouvrai,102.0,48.25,0.55000305,False,False
373,Orne,61373,Sainte-Céronne-lès-Mortagne,247.0,48.55,0.55000305,False,False
374,Orne,61390,Saint-Georges-d'Annebecq,162.0,48.65,-0.25,False,False
375,Orne,61393,Saint-Germain-de-Clairefeuille,132.0,48.75,0.25,False,False
376,Orne,61396,Saint-Germain-de-Martigny,82.0,48.55,0.44999695,False,False
377,Orne,61483,Bagnoles de l'Orne Normandie,2704.0,48.55,-0.4500122,False,False
378,Pas-de-Calais,62034,Annequin,2145.0,50.55,2.75,False,False
379,Pas-de-Calais,62065,Avion,17672.0,50.45,2.850006,False,False
380,Pas-de-Calais,62076,Bainghen,215.0,50.75,1.8500061,False,False
381,Pas-de-Calais,62146,Boiry-Saint-Martin,263.0,50.15,2.75,False,False
382,Pas-de-Calais,62149,Boisdinghem,250.0,50.75,2.050003,False,False
383,Pas-de-Calais,62211,Capelle-Fermont,219.0,50.35,2.649994,False,False
384,Pas-de-Calais,62273,Doudeauville,618.0,50.65,1.8500061,False,False
385,Pas-de-Calais,62281,Echinghen,380.0,50.75,1.6499939,False,False
386,Pas-de-Calais,62304,Erny-Saint-Julien,335.0,50.55,2.25,False,False
387,Pas-de-Calais,62340,Floringhem,883.0,50.55,2.449997,False,False
388,Pas-de-Calais,62385,Grand-Rullecourt,380.0,50.25,2.449997,False,False
389,Pas-de-Calais,62386,Grenay,6704.0,50.45,2.75,False,False
390,Pas-de-Calais,62407,Ham-en-Artois,944.0,50.55,2.449997,False,False
391,Pas-de-Calais,62465,Humbercamps,219.0,50.15,2.550003,False,False
392,Pas-de-Calais,62473,Isbergues,8649.0,50.65,2.449997,False,False
393,Pas-de-Calais,62527,Longvilliers,254.0,50.55,1.75,False,False
394,Pas-de-Calais,62542,Maizières,203.0,50.35,2.449997,False,False
395,Pas-de-Calais,62574,Mingoval,233.0,50.35,2.550003,False,False
396,Pas-de-Calais,62633,Œuf-en-Ternois,254.0,50.35,2.25,False,False
397,Pas-de-Calais,62662,Polincove,867.0,50.85,2.149994,False,False
398,Pas-de-Calais,62719,Rollancourt,277.0,50.45,2.149994,False,False
399,Pas-de-Calais,62732,Sachin,319.0,50.45,2.350006,False,False
400,Pas-de-Calais,62734,Sailly-en-Ostrevent,672.0,50.25,2.949997,False,False
401,Pas-de-Calais,62735,Sailly-Labourse,2577.0,50.55,2.75,False,False
402,Pas-de-Calais,62833,Vacquerie-le-Boucq,73.0,50.25,2.25,False,False
403,Pas-de-Calais,62869,Wailly,1081.0,50.25,2.75,False,False
404,Puy-de-Dôme,63007,Apchat,159.0,45.35,3.149994,False,False
405,Puy-de-Dôme,63042,Blanzat,3762.0,45.85,3.050003,False,False
406,Puy-de-Dôme,63047,La Bourboule,1752.0,45.55,2.75,False,False
407,Puy-de-Dôme,63056,Brousse,344.0,45.55,3.449997,False,False
408,Puy-de-Dôme,63107,Chavaroux,523.0,45.85,3.25,False,False
409,Puy-de-Dôme,63150,Enval,1569.0,45.95,3.050003,False,False
410,Puy-de-Dôme,63162,Fournols,314.0,45.55,3.550003,False,False
411,Puy-de-Dôme,63184,Lachaux,277.0,45.95,3.550003,False,False
412,Puy-de-Dôme,63215,Martres-sur-Morge,699.0,45.95,3.25,False,False
413,Puy-de-Dôme,63305,Rochefort-Montagne,848.0,45.65,2.850006,False,False
414,Puy-de-Dôme,63348,Saint-Genès-la-Tourette,182.0,45.55,3.449997,False,False
415,Puy-de-Dôme,63358,Saint-Hilaire-la-Croix,368.0,46.05,3.050003,False,False
416,Puy-de-Dôme,63404,Saint-Yvoine,572.0,45.55,3.25,False,False
417,Puy-de-Dôme,63412,Sauvessanges,531.0,45.35,3.850006,False,False
418,Puy-de-Dôme,63431,Thiolières,161.0,45.55,3.649994,False,False
419,Puy-de-Dôme,63450,Verneugheol,230.0,45.75,2.550003,False,False
420,Pyrénées-Atlantiques,64018,Amendeuix-Oneix,459.0,43.35,-1.0499878,False,False
421,Pyrénées-Atlantiques,64034,Arbérats-Sillègue,322.0,43.35,-0.9500122,False,False
422,Pyrénées-Atlantiques,64068,Asson,1999.0,43.05,-0.25,False,False
423,Pyrénées-Atlantiques,64086,Ayherre,1130.0,43.35,-1.25,False,False
424,Pyrénées-Atlantiques,64105,Béguios,266.0,43.35,-1.0499878,False,False
425,Pyrénées-Atlantiques,64120,Beyrie-sur-Joyeuse,538.0,43.35,-1.0499878,False,False
426,Pyrénées-Atlantiques,64129,Billère,13866.0,43.35,-0.3499756,False,False
427,Pyrénées-Atlantiques,64131,Biron,611.0,43.45,-0.75,False,False
428,Pyrénées-Atlantiques,64149,Bugnein,237.0,43.35,-0.75,False,False
429,Pyrénées-Atlantiques,64156,Buziet,476.0,43.15,-0.4500122,False,False
430,Pyrénées-Atlantiques,64182,Castillon (Canton de Lembeye),74.0,43.45,-0.15002441,False,False
431,Pyrénées-Atlantiques,64226,Fichous-Riumayou,194.0,43.45,-0.4500122,False,False
432,Pyrénées-Atlantiques,64228,Gabat,278.0,43.35,-1.0499878,False,False
433,Pyrénées-Atlantiques,64241,Géronce,485.0,43.25,-0.75,False,False
434,Pyrénées-Atlantiques,64245,Goès,545.0,43.25,-0.5499878,False,False
435,Pyrénées-Atlantiques,64322,Lasse,339.0,43.15,-1.25,False,False
436,Pyrénées-Atlantiques,64365,Malaussanne,432.0,43.55,-0.4500122,False,False
437,Pyrénées-Atlantiques,64374,Mazerolles,1172.0,43.45,-0.4500122,False,False
438,Pyrénées-Atlantiques,64463,Rébénacq,647.0,43.15,-0.3499756,False,False
439,Pyrénées-Atlantiques,64491,Saint-Médard,200.0,43.55,-0.5499878,False,False
440,Pyrénées-Atlantiques,64502,Sames,705.0,43.55,-1.1500244,False,False
441,Pyrénées-Atlantiques,64531,Tabaille-Usquain,47.0,43.35,-0.8499756,False,False
442,Hautes-Pyrénées,65012,Anla,75.0,43.05,0.55000305,False,False
443,Hautes-Pyrénées,65035,Artagnan,512.0,43.45,0.05000305,False,False
444,Hautes-Pyrénées,65057,Azereix,973.0,43.25,-0.049987793,False,False
445,Hautes-Pyrénées,65072,Bazet,1880.0,43.25,0.05000305,False,False
446,Hautes-Pyrénées,65086,Bernadets-Dessus,148.0,43.25,0.25,False,False
447,Hautes-Pyrénées,65092,Beyrède-Jumet-Camous,227.0,42.95,0.3500061,False,False
448,Hautes-Pyrénées,65103,Bouilh-Péreuilh,115.0,43.35,0.1499939,False,False
449,Hautes-Pyrénées,65181,Fréchou-Fréchet,172.0,43.15,0.1499939,False,False
450,Hautes-Pyrénées,65215,Hagedet,43.0,43.55,-0.049987793,False,False
451,Hautes-Pyrénées,65252,Lamarque-Pontacq,873.0,43.15,-0.049987793,False,False
452,Hautes-Pyrénées,65310,Mérilheu,232.0,43.05,0.1499939,False,False
453,Hautes-Pyrénées,65326,Mun,80.0,43.25,0.25,False,False
454,Hautes-Pyrénées,65327,Nestier,186.0,43.05,0.44999695,False,False
455,Hautes-Pyrénées,65396,Saint-Savin,366.0,42.95,-0.049987793,False,False
456,Hautes-Pyrénées,65424,Sers,113.0,42.95,0.05000305,False,False
457,Hautes-Pyrénées,65448,Tournous-Darré,83.0,43.25,0.3500061,False,False
458,Hautes-Pyrénées,65463,Viella,84.0,42.85,0.05000305,False,False
459,Pyrénées-Orientales,66016,Banyuls-sur-Mer,4671.0,42.45,3.149994,False,False
460,Pyrénées-Orientales,66112,Montauriol,251.0,42.55,2.75,False,False
461,Pyrénées-Orientales,66130,Osséja,1372.0,42.45,2.050003,False,False
462,Pyrénées-Orientales,66150,Prats-de-Mollo-la-Preste,1134.0,42.45,2.449997,False,False
463,Pyrénées-Orientales,66160,Reynès,1244.0,42.45,2.75,False,False
464,Pyrénées-Orientales,66188,Saint-Pierre-dels-Forcats,261.0,42.45,2.149994,False,False
465,Pyrénées-Orientales,66196,Sorède,3448.0,42.55,2.949997,False,False
466,Pyrénées-Orientales,66220,Valcebollère,35.0,42.35,2.050003,False,False
467,Pyrénées-Orientales,66232,Vira,27.0,42.75,2.350006,False,False
468,Bas-Rhin,67160,Gœrsdorf,1054.0,48.95,7.75,False,False
469,Bas-Rhin,67190,Hengwiller,195.0,48.65,7.350006,False,False
470,Bas-Rhin,67306,Muhlbach-sur-Bruche,643.0,48.55,7.350006,False,False
471,Bas-Rhin,67330,Niederrœdern,905.0,48.95,8.050003,False,False
472,Bas-Rhin,67341,Oberdorf-Spachbach,411.0,48.95,7.75,False,False
473,Bas-Rhin,67360,Ohnenheim,1147.0,48.15,7.550003,False,False
474,Bas-Rhin,67378,Plobsheim,4473.0,48.45,7.75,False,False
475,Bas-Rhin,67418,Rountzenheim-Auenheim,1976.0,48.85,8.050003,False,False
476,Bas-Rhin,67444,Scherlenheim,116.0,48.75,7.550003,False,False
477,Bas-Rhin,67508,Vœllerdingen,419.0,48.95,7.149994,False,False
478,Bas-Rhin,67509,Volksberg,351.0,48.95,7.25,False,False
479,Bas-Rhin,67545,Witternheim,498.0,48.35,7.649994,False,False
480,Bas-Rhin,67550,Wœrth,1696.0,48.95,7.75,False,False
481,Haut-Rhin,68010,Aspach,1134.0,47.65,7.25,False,False
482,Haut-Rhin,68014,Aubure,360.0,48.25,7.25,False,False
483,Haut-Rhin,68063,Cernay,11745.0,47.75,7.149994,False,False
484,Haut-Rhin,68094,Folgensbourg,915.0,47.55,7.449997,False,False
485,Haut-Rhin,68141,Hochstatt,2177.0,47.75,7.25,False,False
486,Haut-Rhin,68242,Oberhergheim,1296.0,47.95,7.350006,False,False
487,Haut-Rhin,68259,Raedersdorf,492.0,47.45,7.350006,False,False
488,Haut-Rhin,68320,Spechbach,1392.0,47.65,7.25,False,False
489,Haut-Rhin,68334,Thann,7766.0,47.85,7.050003,False,True
490,Haut-Rhin,68373,Winkel,294.0,47.45,7.25,False,False
491,Rhône,69078,Duerne,840.0,45.65,4.550003,False,False
492,Rhône,69081,Écully,18361.0,45.75,4.75,False,False
493,Rhône,69217,Saint-Just-d'Avray,743.0,46.05,4.449997,False,False
494,Rhône,69227,Saint-Martin-en-Haut,3891.0,45.65,4.550003,False,False
495,Rhône,69299,Colombier-Saugnieu,2757.0,45.75,5.149994,False,False
496,Haute-Saône,70063,Belonchamp,210.0,47.75,6.649994,False,False
497,Haute-Saône,70064,Belverne,140.0,47.65,6.649994,False,False
498,Haute-Saône,70075,Bonboillon,198.0,47.35,5.75,False,False
499,Haute-Saône,70113,Cenans,133.0,47.45,6.149994,False,False
500,Haute-Saône,70208,Échenoz-le-Sec,289.0,47.55,6.149994,False,False
501,Haute-Saône,70216,Esboz-Brest,446.0,47.85,6.449997,False,False
502,Alpes-de-Haute-Provence,04008,Annot,1017.0,43.95,6.649994,False,False
503,Alpes-de-Haute-Provence,04023,Bayons,197.0,44.35,6.149994,False,False
504,Alpes-de-Haute-Provence,04034,La Brillanne,1109.0,43.95,5.850006,False,False
505,Alpes-de-Haute-Provence,04040,Le Castellard-Mélan,61.0,44.25,6.149994,False,False
506,Alpes-de-Haute-Provence,04046,Le Chaffaut-Saint-Jurson,691.0,44.05,6.149994,False,False
507,Alpes-de-Haute-Provence,04054,Châteauredon,71.0,44.05,6.25,False,False
508,Alpes-de-Haute-Provence,04067,Curel,52.0,44.15,5.649994,False,False
509,Alpes-de-Haute-Provence,04107,Majastres,5.0,43.95,6.25,False,False
510,Alpes-de-Haute-Provence,04121,Mézel,625.0,44.05,6.149994,False,False
511,Alpes-de-Haute-Provence,04134,La Motte-du-Caire,549.0,44.35,6.050003,False,False
512,Alpes-de-Haute-Provence,04143,Oraison,5981.0,43.95,5.949997,False,False
513,Alpes-de-Haute-Provence,04151,Pierrerue,525.0,43.95,5.850006,False,False
514,Alpes-de-Haute-Provence,04167,La Robine-sur-Galabre,282.0,44.15,6.25,False,False
515,Alpes-de-Haute-Provence,04222,Turriers,344.0,44.35,6.149994,False,False
516,Hautes-Alpes,05158,Le Saix,127.0,44.45,5.850006,False,False
517,Hautes-Alpes,05165,Savournon,246.0,44.45,5.75,False,False
518,Hautes-Alpes,05179,Veynes,3238.0,44.55,5.850006,False,False
519,Hautes-Alpes,05180,Les Vigneaux,523.0,44.85,6.550003,False,False
520,Alpes-Maritimes,06044,La Colle-sur-Loup,8084.0,43.65,7.149994,False,False
521,Alpes-Maritimes,06087,Les Mujouls,40.0,43.85,6.850006,False,False
522,Alpes-Maritimes,06096,Pierlas,101.0,44.05,7.050003,False,False
523,Alpes-Maritimes,06145,Tourette-du-Château,142.0,43.85,7.149994,False,False
524,Ardèche,07035,Boffres,604.0,44.95,4.75,False,False
525,Ardèche,07112,Labastide-sur-Bésorgues,271.0,44.75,4.25,False,False
526,Ardèche,07128,Lalouvesc,377.0,45.15,4.550003,False,False
527,Ardèche,07154,Mazan-l'Abbaye,123.0,44.75,4.050003,False,False
528,Ardèche,07171,Payzac,535.0,44.45,4.149994,False,False
529,Ardèche,07232,Saint-Étienne-de-Lugdarès,408.0,44.65,3.949997,False,False
530,Ardèche,07280,Saint-Paul-le-Jeune,963.0,44.35,4.149994,False,False
531,Ardèche,07339,Vesseaux,2028.0,44.65,4.449997,False,False
532,Ardèche,07348,Vogüé,1058.0,44.55,4.449997,False,False
533,Ardennes,08037,Auvillers-les-Forges,896.0,49.85,4.350006,False,False
534,Ardennes,08097,Challerange,430.0,49.35,4.75,False,False
535,Ardennes,08122,Chooz,758.0,50.05,4.75,False,False
536,Ardennes,08166,Fépin,247.0,50.05,4.75,False,False
537,Ardennes,08167,La Férée,72.0,49.75,4.25,False,False
538,Ardennes,08220,Hauviné,329.0,49.35,4.449997,False,False
539,Ardennes,08255,Linay,221.0,49.65,5.25,False,False
540,Ardennes,08310,Mouron,70.0,49.35,4.75,False,False
541,Ardennes,08346,Prix-lès-Mézières,1351.0,49.75,4.649994,False,False
542,Ardennes,08386,Saint-Loup-en-Champagne,341.0,49.45,4.25,False,False
543,Ardennes,08395,Saint-Pierre-sur-Vence,146.0,49.75,4.649994,False,False
544,Ardennes,08396,Saint-Quentin-le-Petit,121.0,49.55,4.050003,False,False
545,Ardennes,08406,Savigny-sur-Aisne,366.0,49.35,4.75,False,False
546,Ardennes,08421,Signy-Montlibert,93.0,49.55,5.350006,False,False
547,Ardennes,08444,Tétaigne,128.0,49.65,5.149994,False,False
548,Ardennes,08453,Toges,99.0,49.45,4.75,False,False
549,Ardennes,08479,Villers-le-Tourneur,209.0,49.65,4.550003,False,False
550,Ardennes,08482,Villers-sur-le-Mont,102.0,49.65,4.649994,False,False
551,Ardennes,08499,Wasigny,298.0,49.65,4.350006,False,False
552,Ariège,09007,Allières,74.0,43.05,1.3500061,False,False
553,Ariège,09108,Durban-sur-Arize,176.0,43.05,1.3500061,False,False
554,Ariège,09172,Loubaut,26.0,43.15,1.25,False,False
555,Ariège,09222,Orus,26.0,42.75,1.550003,False,False
556,Ariège,09228,Perles-et-Castelet,224.0,42.75,1.75,False,False
557,Ariège,09231,Le Port,167.0,42.85,1.3500061,False,False
558,Ariège,09245,Rieux-de-Pelleport,1268.0,43.05,1.6499939,False,False
559,Ariège,09261,Saint-Girons,6250.0,42.95,1.1499939,False,True
560,Ariège,09276,Saint-Victor-Rouzaud,219.0,43.05,1.550003,False,False
561,Ariège,09292,Sentenac-de-Sérou,53.0,42.95,1.3500061,False,False
562,Ariège,09309,Teilhet,159.0,43.05,1.75,False,False
563,Ariège,09328,Verdun,210.0,42.85,1.6499939,False,False
564,Aube,10045,Beurey,178.0,48.15,4.449997,False,False
565,Aube,10084,Charmont-sous-Barbuise,1025.0,48.45,4.149994,False,False
566,Aube,10098,Chesley,304.0,47.95,4.149994,False,False
567,Aube,10139,Épothémont,156.0,48.45,4.649994,False,False
568,Aube,10141,Essoyes,714.0,48.05,4.550003,False,False
569,Aube,10302,Praslin,86.0,48.05,4.25,False,False
570,Aude,11007,Albières,115.0,42.95,2.449997,False,False
571,Aude,11048,Boutenac,731.0,43.15,2.75,False,False
572,Aude,11049,Bram,3239.0,43.25,2.149994,False,False
573,Aude,11087,Cazalrenoux,98.0,43.15,1.949997,False,False
574,Aude,11134,Fajac-la-Relenque,51.0,43.25,1.75,False,False
575,Aude,11148,Fontcouverte,567.0,43.15,2.649994,False,False
576,Aude,11157,Fraissé-des-Corbières,211.0,42.95,2.850006,False,False
577,Aude,11160,Galinagues,33.0,42.85,2.050003,False,False
578,Aude,11206,Limoux,10302.0,43.05,2.25,False,True
579,Aude,11265,Niort-de-Sault,38.0,42.75,2.050003,False,False
580,Aude,11281,Pexiora,1253.0,43.25,2.050003,False,False
581,Aude,11311,Ribaute,265.0,43.15,2.649994,False,False
582,Aude,11312,Ribouisse,106.0,43.15,1.8500061,False,False
583,Aude,11315,Rieux-Minervois,1975.0,43.25,2.550003,False,False
584,Aude,11342,Saint-Frichoux,233.0,43.25,2.550003,False,False
585,Aude,11366,Sainte-Valière,529.0,43.25,2.850006,False,False
586,Aude,11408,Verzeille,473.0,43.15,2.350006,False,False
587,Aude,11418,Villasavary,1215.0,43.25,2.050003,False,False
588,Aveyron,12033,Bozouls,2978.0,44.45,2.75,False,False
589,Aveyron,12100,Firmi,2348.0,44.55,2.350006,False,False
590,Aveyron,12111,Goutrens,482.0,44.45,2.350006,False,False
591,Aveyron,12141,Martrin,227.0,43.95,2.649994,False,False
592,Aveyron,12147,Montagnol,144.0,43.85,3.050003,False,False
593,Aveyron,12150,Monteils,475.0,44.25,1.949997,False,False
594,Aveyron,12160,Mostuéjouls,326.0,44.25,3.149994,False,False
595,Aveyron,12216,Saint-Côme-d'Olt,1437.0,44.55,2.850006,False,False
596,Bouches-du-Rhône,13050,Lambesc,9991.0,43.65,5.25,False,False
597,Bouches-du-Rhône,13078,Port-Saint-Louis-du-Rhône,8446.0,43.45,4.75,False,False
598,Calvados,14043,Barou-en-Auge,67.0,48.95,-0.049987793,False,False
599,Calvados,14055,Beaumont-en-Auge,398.0,49.25,0.1499939,False,False
600,Calvados,14168,Colombières,205.0,49.35,-0.9500122,False,False
601,Calvados,14223,Le Détroit,90.0,48.85,-0.3499756,False,False
602,Calvados,14240,Épaney,501.0,48.95,-0.15002441,False,False
603,Calvados,14250,Esquay-sur-Seulles,286.0,49.25,-0.6500244,False,False
604,Calvados,14287,Frénouville,1995.0,49.15,-0.25,False,False
605,Calvados,14342,Isigny-sur-Mer,3570.0,49.25,-1.0499878,False,False
606,Calvados,14370,Le Molay-Littry,3059.0,49.25,-0.8499756,False,False
607,Calvados,14424,Le Mesnil-Robert,186.0,48.85,-0.9500122,False,False
608,Calvados,14431,Mézidon Vallée d'Auge,9579.0,49.05,-0.049987793,False,False
609,Calvados,14439,Monfréville,90.0,49.35,-1.0499878,False,False
610,Calvados,14454,Mouen,1731.0,49.15,-0.4500122,False,False
611,Calvados,14486,Ouilly-le-Tesson,565.0,48.95,-0.25,False,False
612,Calvados,14497,Perrières,339.0,48.95,-0.15002441,False,False
613,Calvados,14522,Prêtreville,389.0,49.05,0.25,False,False
614,Calvados,14543,Rots,2508.0,49.25,-0.4500122,False,False
615,Calvados,14576,Val-de-Vie,512.0,48.95,0.1499939,False,False
616,Calvados,14715,Trouville-sur-Mer,4622.0,49.35,0.1499939,False,False
617,Calvados,14738,Verson,3794.0,49.15,-0.4500122,False,False
618,Cantal,15143,Nieudan,102.0,44.95,2.25,False,False
619,Cantal,15188,Saint-Georges,1183.0,45.05,3.149994,False,False
620,Cantal,15198,Sainte-Marie,109.0,44.85,2.850006,False,False
621,Cantal,15230,Sourniac,196.0,45.25,2.350006,False,False
622,Cantal,15242,Le Trioulou,100.0,44.65,2.149994,False,False
623,Cantal,15263,Virargues,118.0,45.15,2.850006,False,False
624,Charente,16013,Angeac-Charente,305.0,45.65,-0.049987793,False,False
625,Charente,16016,Ansac-sur-Vienne,820.0,45.95,0.6499939,False,False
626,Charente,16038,Benest,306.0,46.05,0.44999695,False,False
627,Charente,16067,Bunzac,458.0,45.75,0.3500061,False,False
628,Charente,16073,Chalais,1791.0,45.25,0.05000305,False,False
629,Charente,16096,Cherves-Châtelars,418.0,45.85,0.55000305,False,False
630,Charente,16097,Val-de-Cognac,2285.0,45.75,-0.3499756,False,False
631,Charente,16120,Dirac,1519.0,45.55,0.25,False,False
632,Charente,16187,Linars,2096.0,45.65,0.05000305,False,False
633,Charente,16215,Médillac,153.0,45.25,0.05000305,False,False
634,Charente,16263,Plassac-Rouffiac,387.0,45.55,0.05000305,False,False
635,Charente,16290,Rouzède,235.0,45.75,0.55000305,False,False
636,Charente,16300,Val-de-Bonnieure,1329.0,45.85,0.25,False,False
637,Charente,16303,Saint-Bonnet,410.0,45.45,-0.049987793,False,False
638,Charente,16317,Saint-Fraigne,432.0,45.95,-0.049987793,False,False
639,Charente,16340,Saint-Même-les-Carrières,1024.0,45.65,-0.15002441,False,False
640,Charente,16345,Saint-Quentin-sur-Charente,207.0,45.85,0.6499939,False,False
641,Indre,36016,Bélâbre,924.0,46.55,1.1499939,False,False
642,Indre,36018,Le Blanc,6204.0,46.65,1.1499939,False,True
643,Indre,36051,Chitray,177.0,46.65,1.3500061,False,False
644,Indre,36067,Dunet,104.0,46.45,1.25,False,False
645,Indre,36133,Mouhers,207.0,46.55,1.75,False,False
646,Indre,36218,Sougé,145.0,46.95,1.449997,False,False
647,Indre,36224,Tournon-Saint-Martin,1119.0,46.75,0.94999695,False,False
648,Indre-et-Loire,37029,Bossée,325.0,47.15,0.75,False,False
649,Indre-et-Loire,37049,Chambourg-sur-Indre,1236.0,47.15,0.94999695,False,False
650,Indre-et-Loire,37101,Épeigné-sur-Dême,156.0,47.65,0.6499939,False,False
651,Indre-et-Loire,37146,Marcilly-sur-Maulne,218.0,47.55,0.25,False,False
652,Indre-et-Loire,37151,La Membrolle-sur-Choisille,3291.0,47.45,0.6499939,False,False
653,Indre-et-Loire,37163,Nazelles-Négron,3512.0,47.45,0.94999695,False,False
654,Indre-et-Loire,37234,Saint-Quentin-sur-Indrois,486.0,47.25,1.050003,False,False
655,Indre-et-Loire,37254,Tauxigny-Saint-Bauld,1693.0,47.25,0.8500061,False,False
656,Indre-et-Loire,37269,Verneuil-sur-Indre,469.0,47.05,1.050003,False,False
657,Isère,38008,Ambel,30.0,44.85,5.949997,False,False
658,Isère,38047,Blandin,154.0,45.45,5.449997,False,False
659,Isère,38059,Brié-et-Angonnes,2521.0,45.15,5.75,False,False
660,Isère,38106,Cholonge,347.0,45.05,5.75,False,False
661,Isère,38159,Eydoche,540.0,45.45,5.350006,False,False
662,Isère,38161,Faramans,1122.0,45.35,5.149994,False,False
663,Isère,38245,Montagne,272.0,45.15,5.25,False,False
664,Isère,38250,Montcarra,591.0,45.65,5.350006,False,False
665,Isère,38276,Nivolas-Vermelle,2632.0,45.55,5.350006,False,False
666,Isère,38286,Oulles,13.0,45.05,5.949997,False,False
667,Isère,38373,Saint-Cassien,1157.0,45.35,5.550003,False,False
668,Isère,38398,Saint-Jean-d'Avelanne,979.0,45.55,5.649994,False,False
669,Isère,38503,La Terrasse,2481.0,45.35,5.949997,False,False
670,Jura,39016,Arinthod,1131.0,46.35,5.550003,False,False
671,Jura,39108,Charency,58.0,46.75,5.949997,False,False
672,Jura,39201,Doucier,280.0,46.65,5.75,False,False
673,Jura,39246,Gendrey,432.0,47.25,5.649994,False,False
674,Jura,39266,Les Hays,347.0,46.95,5.350006,False,False
675,Jura,39267,Ivory,92.0,46.95,5.850006,False,False
676,Jura,39285,Lavans-lès-Dole,332.0,47.15,5.649994,False,False
677,Jura,39295,Loisia,153.0,46.45,5.449997,False,False
678,Jura,39467,Rotalier,150.0,46.55,5.449997,False,False
